PokerStars Tournoi #3505624385, No Limit Hold'em
Buy-in : €4.50/€0.50 EUR
1622 joueurs
Dotation totale : €7299.00 EUR 
Tournoi commencé 03/12/2022 17:00:00 CET [03/12/2022 11:00:00 ET]

  1: 2mar89 (Bélarus), encore en lice
  2: 70rose (Portugal), encore en lice
  3: AAchavflow [2] (Brésil), encore en lice
  4: AFages [2] (France), encore en lice
  5: AgentD77 (France), encore en lice
  6: AldaSilva65 [2] (Portugal), encore en lice
  7: Allen.PK [2] (Portugal), encore en lice
  8: Almoque91 (Espagne), encore en lice
  9: Ariguzbl@ck (Mexique), encore en lice
  10: Ark Royal 4 (France), encore en lice
  11: BWhaleroos (Finlande), encore en lice
  12: BarrySan100319 (France), encore en lice
  13: BboyBilou (France), encore en lice
  14: Benoît S (France), encore en lice
  15: BernNunes (Portugal), encore en lice
  16: CABNu [2] (Portugal), encore en lice
  17: Cabril89 (Portugal), encore en lice
  18: CallMybb88 (France), encore en lice
  19: Calou69360 [2] (France), encore en lice
  20: CharlySimon (Espagne), encore en lice
  21: D@RK$iD€R [2] (Espagne), encore en lice
  22: Daium09 (Brésil), encore en lice
  23: DannyyBoyy15 [2] (Espagne), encore en lice
  24: Davilon88 (Espagne), encore en lice
  25: Digon1001 (Ukraine), encore en lice
  26: Djay_P1990 (Portugal), encore en lice
  27: Durable162 (Bélarus), encore en lice
  28: Dydy62720 (France), encore en lice
  29: EL_BORRACHO_BR (Brésil), encore en lice
  30: Elegantecabo [2] (Espagne), encore en lice
  31: Espinavfc (Portugal), encore en lice
  32: F.Loarte (Espagne), encore en lice
  33: FULL FYAH ! (France), encore en lice
  34: FlipWinner82 (Monténégro), encore en lice
  35: FlávioMatias [2] (Portugal), encore en lice
  36: Frugi26 (France), encore en lice
  37: Fábio09 (Portugal), encore en lice
  38: GsharkBR (Brésil), encore en lice
  39: GumpForrest1 [2] (Kazakhstan), encore en lice
  40: Hakan19O3 (France), encore en lice
  41: Hugoquino [2] (Portugal), encore en lice
  42: Ivailo2k (Espagne), encore en lice
  43: JPID7!7 (France), encore en lice
  44: JanisJumpallin (France), encore en lice
  45: JensiQ6 (Espagne), encore en lice
